style,quality,session_file,relative_path,stroke_index,start_time,peak_time,end_time
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,831,7.71,8.31,8.91
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,952,8.92,9.52,10.12
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,1125,10.65,11.25,11.85
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,1220,11.6,12.2,12.8
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,1352,12.92,13.52,14.12
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,1477,14.17,14.77,15.37
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,1604,15.44,16.04,16.64
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,1728,16.68,17.28,17.88
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,1851,17.91,18.51,19.11
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,1973,19.13,19.73,20.33
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,2097,20.37,20.97,21.57
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,2217,21.57,22.17,22.77
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,2339,22.79,23.39,23.99
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,58,0.0,0.58,1.18
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,164,1.04,1.64,2.24
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,287,2.27,2.87,3.47
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,401,3.41,4.01,4.61
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,528,4.68,5.28,5.88
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,654,5.94,6.54,7.14
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,783,7.23,7.83,8.43
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,913,8.53,9.13,9.73
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,1042,9.82,10.42,11.02
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,1172,11.12,11.72,12.32
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,1294,12.34,12.94,13.54
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,1426,13.66,14.26,14.86
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,1552,14.92,15.52,16.12
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,1678,16.18,16.78,17.38
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,1792,17.32,17.92,18.52
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,85,0.25,0.85,1.45
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,180,1.2,1.8,2.4
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,286,2.26,2.86,3.46
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,398,3.38,3.98,4.58
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,548,4.88,5.48,6.08
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,660,6.0,6.6,7.2
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,771,7.11,7.71,8.31
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,883,8.23,8.83,9.43
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,996,9.36,9.96,10.56
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,1107,10.47,11.07,11.67
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,1216,11.56,12.16,12.76
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,1301,12.41,13.01,13.61
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,86,0.26,0.86,1.46
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,208,1.48,2.08,2.68
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,337,2.77,3.37,3.97
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,494,4.34,4.94,5.54
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,648,5.88,6.48,7.08
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,794,7.34,7.94,8.54
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,943,8.83,9.43,10.03
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,1093,10.33,10.93,11.53
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,1247,11.87,12.47,13.07
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,1386,13.26,13.86,14.46
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,87,0.27,0.87,1.47
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,181,1.21,1.81,2.41
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,298,2.38,2.98,3.58
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,410,3.5,4.1,4.7
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,526,4.66,5.26,5.86
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,638,5.78,6.38,6.98
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,787,7.27,7.87,8.47
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,974,9.14,9.74,10.34
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,1088,10.28,10.88,11.48
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,106,0.46,1.06,1.66
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,214,1.54,2.14,2.74
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,337,2.77,3.37,3.97
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,465,4.05,4.65,5.25
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,607,5.47,6.07,6.67
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,716,6.56,7.16,7.76
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,911,8.51,9.11,9.71
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,1028,9.68,10.28,10.88
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,1157,10.97,11.57,12.17
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,1279,12.19,12.79,13.39
Butterfly,bad,butter(4).csv,Butterfly\Bad\butter(4).csv,52,0.02,0.52,1.02
Butterfly,bad,butter(4).csv,Butterfly\Bad\butter(4).csv,161,1.11,1.61,2.11
Butterfly,bad,butter(4).csv,Butterfly\Bad\butter(4).csv,261,2.11,2.61,3.11
Butterfly,bad,butter(4).csv,Butterfly\Bad\butter(4).csv,355,3.05,3.55,4.05
Butterfly,bad,butter(4).csv,Butterfly\Bad\butter(4).csv,467,4.17,4.67,5.17
Butterfly,bad,butter(4).csv,Butterfly\Bad\butter(4).csv,566,5.16,5.66,6.16
Butterfly,bad,butter(4).csv,Butterfly\Bad\butter(4).csv,915,8.65,9.15,9.65
Butterfly,bad,butter(5).csv,Butterfly\Bad\butter(5).csv,54,0.04,0.54,1.04
Butterfly,bad,butter(5).csv,Butterfly\Bad\butter(5).csv,199,1.49,1.99,2.49
Butterfly,bad,butter(5).csv,Butterfly\Bad\butter(5).csv,307,2.57,3.07,3.57
Butterfly,bad,butter(5).csv,Butterfly\Bad\butter(5).csv,437,3.87,4.37,4.87
Butterfly,bad,butter(5).csv,Butterfly\Bad\butter(5).csv,557,5.07,5.57,6.07
Butterfly,bad,butter(5).csv,Butterfly\Bad\butter(5).csv,677,6.27,6.77,7.27
Butterfly,bad,butter(5).csv,Butterfly\Bad\butter(5).csv,803,7.53,8.03,8.53
Butterfly,bad,butter(5).csv,Butterfly\Bad\butter(5).csv,931,8.81,9.31,9.81
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,86,0.36,0.86,1.36
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,215,1.65,2.15,2.65
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,361,3.11,3.61,4.11
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,512,4.62,5.12,5.62
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,618,5.68,6.18,6.68
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,786,7.36,7.86,8.36
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,884,8.34,8.84,9.34
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,1049,9.99,10.49,10.99
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,1229,11.79,12.29,12.79
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,1350,13.0,13.5,14.0
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,84,0.34,0.84,1.34
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,167,1.17,1.67,2.17
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,275,2.25,2.75,3.25
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,372,3.22,3.72,4.22
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,476,4.26,4.76,5.26
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,580,5.3,5.8,6.3
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,674,6.24,6.74,7.24
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,769,7.19,7.69,8.19
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,866,8.16,8.66,9.16
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,963,9.13,9.63,10.13
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,1057,10.07,10.57,11.07
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,1154,11.04,11.54,12.04
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,1251,12.01,12.51,13.01
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,1343,12.93,13.43,13.93
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,84,0.34,0.84,1.34
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,211,1.61,2.11,2.61
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,354,3.04,3.54,4.04
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,483,4.33,4.83,5.33
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,625,5.75,6.25,6.75
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,754,7.04,7.54,8.04
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,897,8.47,8.97,9.47
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,1027,9.77,10.27,10.77
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,1171,11.21,11.71,12.21
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,1298,12.48,12.98,13.48
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,65,0.15,0.65,1.15
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,162,1.12,1.62,2.12
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,261,2.11,2.61,3.11
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,371,3.21,3.71,4.21
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,482,4.32,4.82,5.32
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,587,5.37,5.87,6.37
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,706,6.56,7.06,7.56
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,818,7.68,8.18,8.68
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,933,8.83,9.33,9.83
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,1041,9.91,10.41,10.91
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,66,0.16,0.66,1.16
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,162,1.12,1.62,2.12
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,288,2.38,2.88,3.38
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,392,3.42,3.92,4.42
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,552,5.02,5.52,6.02
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,631,5.81,6.31,6.81
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,754,7.04,7.54,8.04
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,914,8.64,9.14,9.64
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,992,9.42,9.92,10.42
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,103,0.53,1.03,1.53
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,241,1.91,2.41,2.91
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,372,3.22,3.72,4.22
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,504,4.54,5.04,5.54
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,636,5.86,6.36,6.86
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,776,7.26,7.76,8.26
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,906,8.56,9.06,9.56
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,1050,10.0,10.5,11.0
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,1177,11.27,11.77,12.27
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,1368,13.18,13.68,14.18
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,128,0.78,1.28,1.78
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,272,2.22,2.72,3.22
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,451,4.01,4.51,5.01
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,579,5.29,5.79,6.29
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,730,6.8,7.3,7.8
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,901,8.51,9.01,9.51
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,1050,10.0,10.5,11.0
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,1208,11.58,12.08,12.58
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,1356,13.06,13.56,14.06
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,98,0.58,0.98,1.38
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,188,1.48,1.88,2.28
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,236,1.96,2.36,2.76
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,313,2.73,3.13,3.53
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,361,3.21,3.61,4.01
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,508,4.68,5.08,5.48
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,584,5.44,5.84,6.24
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,632,5.92,6.32,6.72
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,733,6.93,7.33,7.73
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,781,7.41,7.81,8.21
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,858,8.18,8.58,8.98
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,923,8.83,9.23,9.63
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,1081,10.41,10.81,11.21
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,1174,11.34,11.74,12.14
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,1227,11.87,12.27,12.67
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,1374,13.34,13.74,14.14
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,1541,15.01,15.41,15.81
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,1677,16.37,16.77,17.17
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,1799,17.59,17.99,18.39
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,71,0.31,0.71,1.11
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,123,0.83,1.23,1.63
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,310,2.7,3.1,3.5
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,490,4.5,4.9,5.3
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,678,6.38,6.78,7.18
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,868,8.28,8.68,9.08
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,1044,10.04,10.44,10.84
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,1225,11.85,12.25,12.65
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,1398,13.58,13.98,14.38
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,1509,14.69,15.09,15.49
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,1573,15.33,15.73,16.13
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,1669,16.29,16.69,17.09
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,1768,17.28,17.68,18.08
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,53,0.13,0.53,0.93
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,185,1.45,1.85,2.25
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,231,1.91,2.31,2.71
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,356,3.16,3.56,3.96
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,517,4.77,5.17,5.57
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,744,7.04,7.44,7.84
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,868,8.28,8.68,9.08
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,1004,9.64,10.04,10.44
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,1156,11.16,11.56,11.96
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,68,0.28,0.68,1.08
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,279,2.39,2.79,3.19
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,485,4.45,4.85,5.25
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,618,5.78,6.18,6.58
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,679,6.39,6.79,7.19
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,820,7.8,8.2,8.6
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,873,8.33,8.73,9.13
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,1003,9.63,10.03,10.43
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,1063,10.23,10.63,11.03
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,211,1.71,2.11,2.51
