style,quality,session_file,relative_path,stroke_index,start_time,peak_time,end_time
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,1131,10.71,11.31,11.91
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,1225,11.65,12.25,12.85
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,1359,12.99,13.59,14.19
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,1482,14.22,14.82,15.42
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,1610,15.5,16.1,16.7
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,1733,16.73,17.33,17.93
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,1856,17.96,18.56,19.16
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,1979,19.19,19.79,20.39
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,2101,20.41,21.01,21.61
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,2223,21.63,22.23,22.83
Breast,bad,session_6fbb9911_20260212_2350.csv,Breast\Bad\session_6fbb9911_20260212_2350.csv,2344,22.84,23.44,24.04
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,65,0.05,0.65,1.25
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,171,1.11,1.71,2.31
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,292,2.32,2.92,3.52
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,407,3.47,4.07,4.67
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,534,4.74,5.34,5.94
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,658,5.98,6.58,7.18
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,788,7.28,7.88,8.48
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,918,8.58,9.18,9.78
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,1047,9.87,10.47,11.07
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,1178,11.18,11.78,12.38
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,1299,12.39,12.99,13.59
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,1432,13.72,14.32,14.92
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,1556,14.96,15.56,16.16
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,1681,16.21,16.81,17.41
Breast,bad,session_8c44fd34_20260212_2348.csv,Breast\Bad\session_8c44fd34_20260212_2348.csv,1798,17.38,17.98,18.58
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,91,0.31,0.91,1.51
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,186,1.26,1.86,2.46
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,291,2.31,2.91,3.51
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,402,3.42,4.02,4.62
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,554,4.94,5.54,6.14
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,666,6.06,6.66,7.26
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,778,7.18,7.78,8.38
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,889,8.29,8.89,9.49
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,1003,9.43,10.03,10.63
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,1113,10.53,11.13,11.73
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,1223,11.63,12.23,12.83
Breast,good,session_04c9cee2_20260213_2103.csv,Breast\Good\session_04c9cee2_20260213_2103.csv,1307,12.47,13.07,13.67
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,93,0.33,0.93,1.53
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,213,1.53,2.13,2.73
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,343,2.83,3.43,4.03
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,497,4.37,4.97,5.57
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,654,5.94,6.54,7.14
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,800,7.4,8.0,8.6
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,948,8.88,9.48,10.08
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,1098,10.38,10.98,11.58
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,1248,11.88,12.48,13.08
Breast,good,session_0af11f2c_20260212_2349.csv,Breast\Good\session_0af11f2c_20260212_2349.csv,1392,13.32,13.92,14.52
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,93,0.33,0.93,1.53
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,188,1.28,1.88,2.48
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,303,2.43,3.03,3.63
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,415,3.55,4.15,4.75
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,529,4.69,5.29,5.89
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,640,5.8,6.4,7.0
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,738,6.78,7.38,7.98
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,866,8.06,8.66,9.26
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,978,9.18,9.78,10.38
Breast,good,session_3e322fe1_20260213_2058.csv,Breast\Good\session_3e322fe1_20260213_2058.csv,1094,10.34,10.94,11.54
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,113,0.53,1.13,1.73
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,221,1.61,2.21,2.81
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,343,2.83,3.43,4.03
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,471,4.11,4.71,5.31
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,610,5.5,6.1,6.7
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,721,6.61,7.21,7.81
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,981,9.21,9.81,10.41
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,1109,10.49,11.09,11.69
Breast,good,session_5cad9c1a_20260212_2345.csv,Breast\Good\session_5cad9c1a_20260212_2345.csv,1233,11.73,12.33,12.93
Butterfly,bad,butter(4).csv,Butterfly\Bad\butter(4).csv,58,0.08,0.58,1.08
Butterfly,bad,butter(4).csv,Butterfly\Bad\butter(4).csv,165,1.15,1.65,2.15
Butterfly,bad,butter(4).csv,Butterfly\Bad\butter(4).csv,268,2.18,2.68,3.18
Butterfly,bad,butter(4).csv,Butterfly\Bad\butter(4).csv,361,3.11,3.61,4.11
Butterfly,bad,butter(4).csv,Butterfly\Bad\butter(4).csv,473,4.23,4.73,5.23
Butterfly,bad,butter(4).csv,Butterfly\Bad\butter(4).csv,573,5.23,5.73,6.23
Butterfly,bad,butter(4).csv,Butterfly\Bad\butter(4).csv,787,7.37,7.87,8.37
Butterfly,bad,butter(4).csv,Butterfly\Bad\butter(4).csv,921,8.71,9.21,9.71
Butterfly,bad,butter(5).csv,Butterfly\Bad\butter(5).csv,60,0.1,0.6,1.1
Butterfly,bad,butter(5).csv,Butterfly\Bad\butter(5).csv,205,1.55,2.05,2.55
Butterfly,bad,butter(5).csv,Butterfly\Bad\butter(5).csv,311,2.61,3.11,3.61
Butterfly,bad,butter(5).csv,Butterfly\Bad\butter(5).csv,442,3.92,4.42,4.92
Butterfly,bad,butter(5).csv,Butterfly\Bad\butter(5).csv,565,5.15,5.65,6.15
Butterfly,bad,butter(5).csv,Butterfly\Bad\butter(5).csv,682,6.32,6.82,7.32
Butterfly,bad,butter(5).csv,Butterfly\Bad\butter(5).csv,806,7.56,8.06,8.56
Butterfly,bad,butter(5).csv,Butterfly\Bad\butter(5).csv,936,8.86,9.36,9.86
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,92,0.42,0.92,1.42
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,220,1.7,2.2,2.7
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,368,3.18,3.68,4.18
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,519,4.69,5.19,5.69
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,624,5.74,6.24,6.74
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,793,7.43,7.93,8.43
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,889,8.39,8.89,9.39
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,1055,10.05,10.55,11.05
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,1239,11.89,12.39,12.89
Butterfly,bad,cleaned_allbad.csv,Butterfly\Bad\cleaned_allbad.csv,1355,13.05,13.55,14.05
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,89,0.39,0.89,1.39
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,175,1.25,1.75,2.25
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,280,2.3,2.8,3.3
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,378,3.28,3.78,4.28
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,483,4.33,4.83,5.33
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,586,5.36,5.86,6.36
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,679,6.29,6.79,7.29
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,773,7.23,7.73,8.23
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,871,8.21,8.71,9.21
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,968,9.18,9.68,10.18
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,1060,10.1,10.6,11.1
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,1158,11.08,11.58,12.08
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,1257,12.07,12.57,13.07
Butterfly,good,butter(1).csv,Butterfly\Good\butter(1).csv,1348,12.98,13.48,13.98
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,89,0.39,0.89,1.39
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,217,1.67,2.17,2.67
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,357,3.07,3.57,4.07
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,488,4.38,4.88,5.38
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,628,5.78,6.28,6.78
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,758,7.08,7.58,8.08
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,901,8.51,9.01,9.51
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,1033,9.83,10.33,10.83
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,1176,11.26,11.76,12.26
Butterfly,good,butter(2).csv,Butterfly\Good\butter(2).csv,1303,12.53,13.03,13.53
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,69,0.19,0.69,1.19
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,166,1.16,1.66,2.16
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,267,2.17,2.67,3.17
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,376,3.26,3.76,4.26
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,485,4.35,4.85,5.35
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,593,5.43,5.93,6.43
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,710,6.6,7.1,7.6
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,823,7.73,8.23,8.73
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,939,8.89,9.39,9.89
Butterfly,good,butter(3).csv,Butterfly\Good\butter(3).csv,1045,9.95,10.45,10.95
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,71,0.21,0.71,1.21
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,166,1.16,1.66,2.16
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,291,2.41,2.91,3.41
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,401,3.51,4.01,4.51
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,560,5.1,5.6,6.1
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,639,5.89,6.39,6.89
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,759,7.09,7.59,8.09
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,882,8.32,8.82,9.32
Butterfly,good,butter(6).csv,Butterfly\Good\butter(6).csv,995,9.45,9.95,10.45
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,108,0.58,1.08,1.58
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,245,1.95,2.45,2.95
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,375,3.25,3.75,4.25
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,509,4.59,5.09,5.59
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,644,5.94,6.44,6.94
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,781,7.31,7.81,8.31
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,912,8.62,9.12,9.62
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,1055,10.05,10.55,11.05
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,1219,11.69,12.19,12.69
Butterfly,good,cleaned_allgood.csv,Butterfly\Good\cleaned_allgood.csv,1375,13.25,13.75,14.25
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,135,0.85,1.35,1.85
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,281,2.31,2.81,3.31
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,459,4.09,4.59,5.09
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,586,5.36,5.86,6.36
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,737,6.87,7.37,7.87
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,905,8.55,9.05,9.55
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,1055,10.05,10.55,11.05
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,1212,11.62,12.12,12.62
Butterfly,good,cleaned_correct.csv,Butterfly\Good\cleaned_correct.csv,1361,13.11,13.61,14.11
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,107,0.67,1.07,1.47
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,194,1.54,1.94,2.34
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,243,2.03,2.43,2.83
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,318,2.78,3.18,3.58
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,367,3.27,3.67,4.07
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,516,4.76,5.16,5.56
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,589,5.49,5.89,6.29
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,638,5.98,6.38,6.78
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,740,7.0,7.4,7.8
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,798,7.58,7.98,8.38
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,865,8.25,8.65,9.05
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,929,8.89,9.29,9.69
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,1088,10.48,10.88,11.28
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,1178,11.38,11.78,12.18
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,1232,11.92,12.32,12.72
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,1382,13.42,13.82,14.22
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,1548,15.08,15.48,15.88
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,1684,16.44,16.84,17.24
Freestyle,bad,badfree.csv,Freestyle\Bad\badfree.csv,1803,17.63,18.03,18.43
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,79,0.39,0.79,1.19
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,134,0.94,1.34,1.74
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,316,2.76,3.16,3.56
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,501,4.61,5.01,5.41
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,683,6.43,6.83,7.23
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,871,8.31,8.71,9.11
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,1046,10.06,10.46,10.86
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,1235,11.95,12.35,12.75
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,1404,13.64,14.04,14.44
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,1512,14.72,15.12,15.52
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,1579,15.39,15.79,16.19
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,1674,16.34,16.74,17.14
Freestyle,bad,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\Bad\cleaned_session_22cc3a6b_20260419_0129.csv,1783,17.43,17.83,18.23
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,59,0.19,0.59,0.99
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,195,1.55,1.95,2.35
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,237,1.97,2.37,2.77
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,357,3.17,3.57,3.97
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,399,3.59,3.99,4.39
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,520,4.8,5.2,5.6
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,744,7.04,7.44,7.84
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,874,8.34,8.74,9.14
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,1004,9.64,10.04,10.44
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,1156,11.16,11.56,11.96
Freestyle,bad,session_05cffe03_20260215_1636.csv,Freestyle\Bad\session_05cffe03_20260215_1636.csv,1205,11.65,12.05,12.45
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,71,0.31,0.71,1.11
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,233,1.93,2.33,2.73
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,286,2.46,2.86,3.26
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,490,4.5,4.9,5.3
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,628,5.88,6.28,6.68
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,684,6.44,6.84,7.24
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,822,7.82,8.22,8.62
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,883,8.43,8.83,9.23
