style,quality,session_file,relative_path,stroke_index,start_time,peak_time,end_time
Breast,,session_0af11f2c_20260212_2349.csv,Breast\session_0af11f2c_20260212_2349.csv,654,5.94,6.54,7.14
Breast,,session_0af11f2c_20260212_2349.csv,Breast\session_0af11f2c_20260212_2349.csv,800,7.4,8.0,8.6
Breast,,session_0af11f2c_20260212_2349.csv,Breast\session_0af11f2c_20260212_2349.csv,948,8.88,9.48,10.08
Breast,,session_0af11f2c_20260212_2349.csv,Breast\session_0af11f2c_20260212_2349.csv,1098,10.38,10.98,11.58
Breast,,session_0af11f2c_20260212_2349.csv,Breast\session_0af11f2c_20260212_2349.csv,1248,11.88,12.48,13.08
Breast,,session_0af11f2c_20260212_2349.csv,Breast\session_0af11f2c_20260212_2349.csv,1392,13.32,13.92,14.52
Breast,,session_3e322fe1_20260213_2058.csv,Breast\session_3e322fe1_20260213_2058.csv,93,0.33,0.93,1.53
Breast,,session_3e322fe1_20260213_2058.csv,Breast\session_3e322fe1_20260213_2058.csv,188,1.28,1.88,2.48
Breast,,session_3e322fe1_20260213_2058.csv,Breast\session_3e322fe1_20260213_2058.csv,303,2.43,3.03,3.63
Breast,,session_3e322fe1_20260213_2058.csv,Breast\session_3e322fe1_20260213_2058.csv,415,3.55,4.15,4.75
Breast,,session_3e322fe1_20260213_2058.csv,Breast\session_3e322fe1_20260213_2058.csv,529,4.69,5.29,5.89
Breast,,session_3e322fe1_20260213_2058.csv,Breast\session_3e322fe1_20260213_2058.csv,640,5.8,6.4,7.0
Breast,,session_3e322fe1_20260213_2058.csv,Breast\session_3e322fe1_20260213_2058.csv,738,6.78,7.38,7.98
Breast,,session_3e322fe1_20260213_2058.csv,Breast\session_3e322fe1_20260213_2058.csv,866,8.06,8.66,9.26
Breast,,session_3e322fe1_20260213_2058.csv,Breast\session_3e322fe1_20260213_2058.csv,978,9.18,9.78,10.38
Breast,,session_3e322fe1_20260213_2058.csv,Breast\session_3e322fe1_20260213_2058.csv,1094,10.34,10.94,11.54
Breast,,session_5cad9c1a_20260212_2345.csv,Breast\session_5cad9c1a_20260212_2345.csv,113,0.53,1.13,1.73
Breast,,session_5cad9c1a_20260212_2345.csv,Breast\session_5cad9c1a_20260212_2345.csv,221,1.61,2.21,2.81
Breast,,session_5cad9c1a_20260212_2345.csv,Breast\session_5cad9c1a_20260212_2345.csv,343,2.83,3.43,4.03
Breast,,session_5cad9c1a_20260212_2345.csv,Breast\session_5cad9c1a_20260212_2345.csv,471,4.11,4.71,5.31
Breast,,session_5cad9c1a_20260212_2345.csv,Breast\session_5cad9c1a_20260212_2345.csv,610,5.5,6.1,6.7
Breast,,session_5cad9c1a_20260212_2345.csv,Breast\session_5cad9c1a_20260212_2345.csv,721,6.61,7.21,7.81
Breast,,session_5cad9c1a_20260212_2345.csv,Breast\session_5cad9c1a_20260212_2345.csv,981,9.21,9.81,10.41
Breast,,session_5cad9c1a_20260212_2345.csv,Breast\session_5cad9c1a_20260212_2345.csv,1109,10.49,11.09,11.69
Breast,,session_5cad9c1a_20260212_2345.csv,Breast\session_5cad9c1a_20260212_2345.csv,1233,11.73,12.33,12.93
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,92,0.32,0.92,1.52
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,205,1.45,2.05,2.65
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,325,2.65,3.25,3.85
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,453,3.93,4.53,5.13
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,570,5.1,5.7,6.3
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,708,6.48,7.08,7.68
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,834,7.74,8.34,8.94
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,958,8.98,9.58,10.18
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,1131,10.71,11.31,11.91
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,1225,11.65,12.25,12.85
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,1359,12.99,13.59,14.19
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,1482,14.22,14.82,15.42
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,1610,15.5,16.1,16.7
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,1733,16.73,17.33,17.93
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,1856,17.96,18.56,19.16
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,1979,19.19,19.79,20.39
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,2101,20.41,21.01,21.61
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,2223,21.63,22.23,22.83
Breast,,session_6fbb9911_20260212_2350.csv,Breast\session_6fbb9911_20260212_2350.csv,2344,22.84,23.44,24.04
Breast,,session_8c44fd34_20260212_2348.csv,Breast\session_8c44fd34_20260212_2348.csv,65,0.05,0.65,1.25
Breast,,session_8c44fd34_20260212_2348.csv,Breast\session_8c44fd34_20260212_2348.csv,171,1.11,1.71,2.31
Breast,,session_8c44fd34_20260212_2348.csv,Breast\session_8c44fd34_20260212_2348.csv,292,2.32,2.92,3.52
Breast,,session_8c44fd34_20260212_2348.csv,Breast\session_8c44fd34_20260212_2348.csv,407,3.47,4.07,4.67
Breast,,session_8c44fd34_20260212_2348.csv,Breast\session_8c44fd34_20260212_2348.csv,534,4.74,5.34,5.94
Breast,,session_8c44fd34_20260212_2348.csv,Breast\session_8c44fd34_20260212_2348.csv,658,5.98,6.58,7.18
Breast,,session_8c44fd34_20260212_2348.csv,Breast\session_8c44fd34_20260212_2348.csv,788,7.28,7.88,8.48
Breast,,session_8c44fd34_20260212_2348.csv,Breast\session_8c44fd34_20260212_2348.csv,918,8.58,9.18,9.78
Breast,,session_8c44fd34_20260212_2348.csv,Breast\session_8c44fd34_20260212_2348.csv,1047,9.87,10.47,11.07
Breast,,session_8c44fd34_20260212_2348.csv,Breast\session_8c44fd34_20260212_2348.csv,1178,11.18,11.78,12.38
Breast,,session_8c44fd34_20260212_2348.csv,Breast\session_8c44fd34_20260212_2348.csv,1299,12.39,12.99,13.59
Breast,,session_8c44fd34_20260212_2348.csv,Breast\session_8c44fd34_20260212_2348.csv,1432,13.72,14.32,14.92
Breast,,session_8c44fd34_20260212_2348.csv,Breast\session_8c44fd34_20260212_2348.csv,1556,14.96,15.56,16.16
Breast,,session_8c44fd34_20260212_2348.csv,Breast\session_8c44fd34_20260212_2348.csv,1681,16.21,16.81,17.41
Breast,,session_8c44fd34_20260212_2348.csv,Breast\session_8c44fd34_20260212_2348.csv,1798,17.38,17.98,18.58
Butterfly,,butter(1).csv,Butterfly\butter(1).csv,89,0.39,0.89,1.39
Butterfly,,butter(1).csv,Butterfly\butter(1).csv,175,1.25,1.75,2.25
Butterfly,,butter(1).csv,Butterfly\butter(1).csv,280,2.3,2.8,3.3
Butterfly,,butter(1).csv,Butterfly\butter(1).csv,378,3.28,3.78,4.28
Butterfly,,butter(1).csv,Butterfly\butter(1).csv,483,4.33,4.83,5.33
Butterfly,,butter(1).csv,Butterfly\butter(1).csv,586,5.36,5.86,6.36
Butterfly,,butter(1).csv,Butterfly\butter(1).csv,679,6.29,6.79,7.29
Butterfly,,butter(1).csv,Butterfly\butter(1).csv,773,7.23,7.73,8.23
Butterfly,,butter(1).csv,Butterfly\butter(1).csv,871,8.21,8.71,9.21
Butterfly,,butter(1).csv,Butterfly\butter(1).csv,968,9.18,9.68,10.18
Butterfly,,butter(1).csv,Butterfly\butter(1).csv,1060,10.1,10.6,11.1
Butterfly,,butter(1).csv,Butterfly\butter(1).csv,1158,11.08,11.58,12.08
Butterfly,,butter(1).csv,Butterfly\butter(1).csv,1257,12.07,12.57,13.07
Butterfly,,butter(1).csv,Butterfly\butter(1).csv,1348,12.98,13.48,13.98
Butterfly,,butter(2).csv,Butterfly\butter(2).csv,89,0.39,0.89,1.39
Butterfly,,butter(2).csv,Butterfly\butter(2).csv,217,1.67,2.17,2.67
Butterfly,,butter(2).csv,Butterfly\butter(2).csv,357,3.07,3.57,4.07
Butterfly,,butter(2).csv,Butterfly\butter(2).csv,488,4.38,4.88,5.38
Butterfly,,butter(2).csv,Butterfly\butter(2).csv,628,5.78,6.28,6.78
Butterfly,,butter(2).csv,Butterfly\butter(2).csv,758,7.08,7.58,8.08
Butterfly,,butter(2).csv,Butterfly\butter(2).csv,901,8.51,9.01,9.51
Butterfly,,butter(2).csv,Butterfly\butter(2).csv,1033,9.83,10.33,10.83
Butterfly,,butter(2).csv,Butterfly\butter(2).csv,1176,11.26,11.76,12.26
Butterfly,,butter(2).csv,Butterfly\butter(2).csv,1303,12.53,13.03,13.53
Butterfly,,butter(3).csv,Butterfly\butter(3).csv,69,0.19,0.69,1.19
Butterfly,,butter(3).csv,Butterfly\butter(3).csv,166,1.16,1.66,2.16
Butterfly,,butter(3).csv,Butterfly\butter(3).csv,267,2.17,2.67,3.17
Butterfly,,butter(3).csv,Butterfly\butter(3).csv,376,3.26,3.76,4.26
Butterfly,,butter(3).csv,Butterfly\butter(3).csv,485,4.35,4.85,5.35
Butterfly,,butter(3).csv,Butterfly\butter(3).csv,593,5.43,5.93,6.43
Butterfly,,butter(3).csv,Butterfly\butter(3).csv,710,6.6,7.1,7.6
Butterfly,,butter(3).csv,Butterfly\butter(3).csv,823,7.73,8.23,8.73
Butterfly,,butter(3).csv,Butterfly\butter(3).csv,939,8.89,9.39,9.89
Butterfly,,butter(3).csv,Butterfly\butter(3).csv,1045,9.95,10.45,10.95
Butterfly,,butter(4).csv,Butterfly\butter(4).csv,58,0.08,0.58,1.08
Butterfly,,butter(4).csv,Butterfly\butter(4).csv,165,1.15,1.65,2.15
Butterfly,,butter(4).csv,Butterfly\butter(4).csv,268,2.18,2.68,3.18
Butterfly,,butter(4).csv,Butterfly\butter(4).csv,361,3.11,3.61,4.11
Butterfly,,butter(4).csv,Butterfly\butter(4).csv,473,4.23,4.73,5.23
Butterfly,,butter(4).csv,Butterfly\butter(4).csv,573,5.23,5.73,6.23
Butterfly,,butter(4).csv,Butterfly\butter(4).csv,787,7.37,7.87,8.37
Butterfly,,butter(4).csv,Butterfly\butter(4).csv,921,8.71,9.21,9.71
Butterfly,,butter(5).csv,Butterfly\butter(5).csv,60,0.1,0.6,1.1
Butterfly,,butter(5).csv,Butterfly\butter(5).csv,205,1.55,2.05,2.55
Butterfly,,butter(5).csv,Butterfly\butter(5).csv,311,2.61,3.11,3.61
Butterfly,,butter(5).csv,Butterfly\butter(5).csv,442,3.92,4.42,4.92
Butterfly,,butter(5).csv,Butterfly\butter(5).csv,565,5.15,5.65,6.15
Butterfly,,butter(5).csv,Butterfly\butter(5).csv,682,6.32,6.82,7.32
Butterfly,,butter(5).csv,Butterfly\butter(5).csv,806,7.56,8.06,8.56
Butterfly,,butter(5).csv,Butterfly\butter(5).csv,936,8.86,9.36,9.86
Butterfly,,butter(6).csv,Butterfly\butter(6).csv,71,0.21,0.71,1.21
Butterfly,,butter(6).csv,Butterfly\butter(6).csv,166,1.16,1.66,2.16
Butterfly,,butter(6).csv,Butterfly\butter(6).csv,291,2.41,2.91,3.41
Butterfly,,butter(6).csv,Butterfly\butter(6).csv,401,3.51,4.01,4.51
Butterfly,,butter(6).csv,Butterfly\butter(6).csv,560,5.1,5.6,6.1
Butterfly,,butter(6).csv,Butterfly\butter(6).csv,639,5.89,6.39,6.89
Butterfly,,butter(6).csv,Butterfly\butter(6).csv,759,7.09,7.59,8.09
Butterfly,,butter(6).csv,Butterfly\butter(6).csv,882,8.32,8.82,9.32
Butterfly,,butter(6).csv,Butterfly\butter(6).csv,995,9.45,9.95,10.45
Butterfly,,cleaned_allbad.csv,Butterfly\cleaned_allbad.csv,92,0.42,0.92,1.42
Butterfly,,cleaned_allbad.csv,Butterfly\cleaned_allbad.csv,220,1.7,2.2,2.7
Butterfly,,cleaned_allbad.csv,Butterfly\cleaned_allbad.csv,368,3.18,3.68,4.18
Butterfly,,cleaned_allbad.csv,Butterfly\cleaned_allbad.csv,519,4.69,5.19,5.69
Butterfly,,cleaned_allbad.csv,Butterfly\cleaned_allbad.csv,624,5.74,6.24,6.74
Butterfly,,cleaned_allbad.csv,Butterfly\cleaned_allbad.csv,793,7.43,7.93,8.43
Butterfly,,cleaned_allbad.csv,Butterfly\cleaned_allbad.csv,889,8.39,8.89,9.39
Butterfly,,cleaned_allbad.csv,Butterfly\cleaned_allbad.csv,1055,10.05,10.55,11.05
Butterfly,,cleaned_allbad.csv,Butterfly\cleaned_allbad.csv,1239,11.89,12.39,12.89
Butterfly,,cleaned_allbad.csv,Butterfly\cleaned_allbad.csv,1355,13.05,13.55,14.05
Butterfly,,cleaned_allgood.csv,Butterfly\cleaned_allgood.csv,108,0.58,1.08,1.58
Butterfly,,cleaned_allgood.csv,Butterfly\cleaned_allgood.csv,245,1.95,2.45,2.95
Butterfly,,cleaned_allgood.csv,Butterfly\cleaned_allgood.csv,375,3.25,3.75,4.25
Butterfly,,cleaned_allgood.csv,Butterfly\cleaned_allgood.csv,509,4.59,5.09,5.59
Butterfly,,cleaned_allgood.csv,Butterfly\cleaned_allgood.csv,644,5.94,6.44,6.94
Butterfly,,cleaned_allgood.csv,Butterfly\cleaned_allgood.csv,781,7.31,7.81,8.31
Butterfly,,cleaned_allgood.csv,Butterfly\cleaned_allgood.csv,912,8.62,9.12,9.62
Butterfly,,cleaned_allgood.csv,Butterfly\cleaned_allgood.csv,1055,10.05,10.55,11.05
Butterfly,,cleaned_allgood.csv,Butterfly\cleaned_allgood.csv,1219,11.69,12.19,12.69
Butterfly,,cleaned_allgood.csv,Butterfly\cleaned_allgood.csv,1375,13.25,13.75,14.25
Butterfly,,cleaned_correct.csv,Butterfly\cleaned_correct.csv,135,0.85,1.35,1.85
Butterfly,,cleaned_correct.csv,Butterfly\cleaned_correct.csv,281,2.31,2.81,3.31
Butterfly,,cleaned_correct.csv,Butterfly\cleaned_correct.csv,459,4.09,4.59,5.09
Butterfly,,cleaned_correct.csv,Butterfly\cleaned_correct.csv,586,5.36,5.86,6.36
Butterfly,,cleaned_correct.csv,Butterfly\cleaned_correct.csv,737,6.87,7.37,7.87
Butterfly,,cleaned_correct.csv,Butterfly\cleaned_correct.csv,905,8.55,9.05,9.55
Butterfly,,cleaned_correct.csv,Butterfly\cleaned_correct.csv,1055,10.05,10.55,11.05
Butterfly,,cleaned_correct.csv,Butterfly\cleaned_correct.csv,1212,11.62,12.12,12.62
Butterfly,,cleaned_correct.csv,Butterfly\cleaned_correct.csv,1361,13.11,13.61,14.11
Freestyle,,badfree.csv,Freestyle\badfree.csv,107,0.67,1.07,1.47
Freestyle,,badfree.csv,Freestyle\badfree.csv,194,1.54,1.94,2.34
Freestyle,,badfree.csv,Freestyle\badfree.csv,243,2.03,2.43,2.83
Freestyle,,badfree.csv,Freestyle\badfree.csv,318,2.78,3.18,3.58
Freestyle,,badfree.csv,Freestyle\badfree.csv,367,3.27,3.67,4.07
Freestyle,,badfree.csv,Freestyle\badfree.csv,516,4.76,5.16,5.56
Freestyle,,badfree.csv,Freestyle\badfree.csv,589,5.49,5.89,6.29
Freestyle,,badfree.csv,Freestyle\badfree.csv,638,5.98,6.38,6.78
Freestyle,,badfree.csv,Freestyle\badfree.csv,740,7.0,7.4,7.8
Freestyle,,badfree.csv,Freestyle\badfree.csv,798,7.58,7.98,8.38
Freestyle,,badfree.csv,Freestyle\badfree.csv,865,8.25,8.65,9.05
Freestyle,,badfree.csv,Freestyle\badfree.csv,929,8.89,9.29,9.69
Freestyle,,badfree.csv,Freestyle\badfree.csv,1088,10.48,10.88,11.28
Freestyle,,badfree.csv,Freestyle\badfree.csv,1178,11.38,11.78,12.18
Freestyle,,badfree.csv,Freestyle\badfree.csv,1232,11.92,12.32,12.72
Freestyle,,badfree.csv,Freestyle\badfree.csv,1382,13.42,13.82,14.22
Freestyle,,badfree.csv,Freestyle\badfree.csv,1548,15.08,15.48,15.88
Freestyle,,badfree.csv,Freestyle\badfree.csv,1684,16.44,16.84,17.24
Freestyle,,badfree.csv,Freestyle\badfree.csv,1803,17.63,18.03,18.43
Freestyle,,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\cleaned_session_22cc3a6b_20260419_0129.csv,79,0.39,0.79,1.19
Freestyle,,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\cleaned_session_22cc3a6b_20260419_0129.csv,134,0.94,1.34,1.74
Freestyle,,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\cleaned_session_22cc3a6b_20260419_0129.csv,316,2.76,3.16,3.56
Freestyle,,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\cleaned_session_22cc3a6b_20260419_0129.csv,501,4.61,5.01,5.41
Freestyle,,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\cleaned_session_22cc3a6b_20260419_0129.csv,683,6.43,6.83,7.23
Freestyle,,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\cleaned_session_22cc3a6b_20260419_0129.csv,871,8.31,8.71,9.11
Freestyle,,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\cleaned_session_22cc3a6b_20260419_0129.csv,1046,10.06,10.46,10.86
Freestyle,,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\cleaned_session_22cc3a6b_20260419_0129.csv,1235,11.95,12.35,12.75
Freestyle,,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\cleaned_session_22cc3a6b_20260419_0129.csv,1404,13.64,14.04,14.44
Freestyle,,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\cleaned_session_22cc3a6b_20260419_0129.csv,1512,14.72,15.12,15.52
Freestyle,,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\cleaned_session_22cc3a6b_20260419_0129.csv,1579,15.39,15.79,16.19
Freestyle,,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\cleaned_session_22cc3a6b_20260419_0129.csv,1674,16.34,16.74,17.14
Freestyle,,cleaned_session_22cc3a6b_20260419_0129.csv,Freestyle\cleaned_session_22cc3a6b_20260419_0129.csv,1783,17.43,17.83,18.23
Freestyle,,session_05cffe03_20260215_1636.csv,Freestyle\session_05cffe03_20260215_1636.csv,59,0.19,0.59,0.99
Freestyle,,session_05cffe03_20260215_1636.csv,Freestyle\session_05cffe03_20260215_1636.csv,195,1.55,1.95,2.35
Freestyle,,session_05cffe03_20260215_1636.csv,Freestyle\session_05cffe03_20260215_1636.csv,237,1.97,2.37,2.77
Freestyle,,session_05cffe03_20260215_1636.csv,Freestyle\session_05cffe03_20260215_1636.csv,357,3.17,3.57,3.97
Freestyle,,session_05cffe03_20260215_1636.csv,Freestyle\session_05cffe03_20260215_1636.csv,399,3.59,3.99,4.39
Freestyle,,session_05cffe03_20260215_1636.csv,Freestyle\session_05cffe03_20260215_1636.csv,520,4.8,5.2,5.6
Freestyle,,session_05cffe03_20260215_1636.csv,Freestyle\session_05cffe03_20260215_1636.csv,744,7.04,7.44,7.84
Freestyle,,session_05cffe03_20260215_1636.csv,Freestyle\session_05cffe03_20260215_1636.csv,874,8.34,8.74,9.14
Freestyle,,session_05cffe03_20260215_1636.csv,Freestyle\session_05cffe03_20260215_1636.csv,1004,9.64,10.04,10.44
Freestyle,,session_05cffe03_20260215_1636.csv,Freestyle\session_05cffe03_20260215_1636.csv,1156,11.16,11.56,11.96
Freestyle,,session_05cffe03_20260215_1636.csv,Freestyle\session_05cffe03_20260215_1636.csv,1205,11.65,12.05,12.45
Freestyle,,session_1663d122_20260213_0023.csv,Freestyle\session_1663d122_20260213_0023.csv,216,1.76,2.16,2.56
Freestyle,,session_1663d122_20260213_0023.csv,Freestyle\session_1663d122_20260213_0023.csv,310,2.7,3.1,3.5
Freestyle,,session_1663d122_20260213_0023.csv,Freestyle\session_1663d122_20260213_0023.csv,355,3.15,3.55,3.95
Freestyle,,session_1663d122_20260213_0023.csv,Freestyle\session_1663d122_20260213_0023.csv,439,3.99,4.39,4.79
Freestyle,,session_1663d122_20260213_0023.csv,Freestyle\session_1663d122_20260213_0023.csv,488,4.48,4.88,5.28
Freestyle,,session_1663d122_20260213_0023.csv,Freestyle\session_1663d122_20260213_0023.csv,596,5.56,5.96,6.36
Freestyle,,session_1663d122_20260213_0023.csv,Freestyle\session_1663d122_20260213_0023.csv,638,5.98,6.38,6.78
Freestyle,,session_1663d122_20260213_0023.csv,Freestyle\session_1663d122_20260213_0023.csv,739,6.99,7.39,7.79
Freestyle,,session_1663d122_20260213_0023.csv,Freestyle\session_1663d122_20260213_0023.csv,885,8.45,8.85,9.25
Freestyle,,session_1663d122_20260213_0023.csv,Freestyle\session_1663d122_20260213_0023.csv,929,8.89,9.29,9.69
Freestyle,,session_2903622f_20260213_0020.csv,Freestyle\session_2903622f_20260213_0020.csv,46,0.06,0.46,0.86
Freestyle,,session_2903622f_20260213_0020.csv,Freestyle\session_2903622f_20260213_0020.csv,92,0.52,0.92,1.32
Freestyle,,session_2903622f_20260213_0020.csv,Freestyle\session_2903622f_20260213_0020.csv,200,1.6,2.0,2.4
Freestyle,,session_2903622f_20260213_0020.csv,Freestyle\session_2903622f_20260213_0020.csv,252,2.12,2.52,2.92
Freestyle,,session_2903622f_20260213_0020.csv,Freestyle\session_2903622f_20260213_0020.csv,361,3.21,3.61,4.01
Freestyle,,session_2903622f_20260213_0020.csv,Freestyle\session_2903622f_20260213_0020.csv,436,3.96,4.36,4.76
Freestyle,,session_2903622f_20260213_0020.csv,Freestyle\session_2903622f_20260213_0020.csv,584,5.44,5.84,6.24
Freestyle,,session_2903622f_20260213_0020.csv,Freestyle\session_2903622f_20260213_0020.csv,640,6.0,6.4,6.8
Freestyle,,session_2903622f_20260213_0020.csv,Freestyle\session_2903622f_20260213_0020.csv,858,8.18,8.58,8.98
Freestyle,,session_2903622f_20260213_0020.csv,Freestyle\session_2903622f_20260213_0020.csv,1016,9.76,10.16,10.56
Freestyle,,session_2903622f_20260213_0020.csv,Freestyle\session_2903622f_20260213_0020.csv,1068,10.28,10.68,11.08
Freestyle,,session_46ecf087_20260213_0022.csv,Freestyle\session_46ecf087_20260213_0022.csv,61,0.21,0.61,1.01
Freestyle,,session_46ecf087_20260213_0022.csv,Freestyle\session_46ecf087_20260213_0022.csv,106,0.66,1.06,1.46
Freestyle,,session_46ecf087_20260213_0022.csv,Freestyle\session_46ecf087_20260213_0022.csv,216,1.76,2.16,2.56
Freestyle,,session_46ecf087_20260213_0022.csv,Freestyle\session_46ecf087_20260213_0022.csv,260,2.2,2.6,3.0
Freestyle,,session_46ecf087_20260213_0022.csv,Freestyle\session_46ecf087_20260213_0022.csv,375,3.35,3.75,4.15
Freestyle,,session_46ecf087_20260213_0022.csv,Freestyle\session_46ecf087_20260213_0022.csv,512,4.72,5.12,5.52
Freestyle,,session_46ecf087_20260213_0022.csv,Freestyle\session_46ecf087_20260213_0022.csv,577,5.37,5.77,6.17
